INFO 2025-03-10 19:10:33,175 autoreload Watching for file changes with StatReloader
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Python313\Lib\ssl.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_py_transformer.py first seen with mtime 1735919545.9586844
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\_conninfo_utils.py first seen with mtime 1735919545.950178
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Python313\Lib\locale.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Python313\Lib\importlib\resources\abc.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1735919081.7319357
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\psycopg\types\json.py first seen with mtime 1735919545.972448
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\core\checks\registry.py first seen with mtime 1735919081.761343
DEBUG 2025-03-10 19:10:33,682 autoreload File C:\Python313\Lib\email\message.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\admin\utils.py first seen with mtime 1735919079.5824552
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\json\scanner.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\PIL\Image.py first seen with mtime 1735919654.5404463
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\asyncio\trsock.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\pathlib\_local.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\re\_constants.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Python313\Lib\importlib\metadata\_meta.py first seen with mtime 1733252248.0
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\utils\module_loading.py first seen with mtime 1735919082.0806303
DEBUG 2025-03-10 19:10:33,683 autoreload File C:\Users\Matei\AppData\Roaming\Python\Python313\site-packages\django\contrib\auth\tokens.py first seen with mtime 1735919080.035321
